municipio_id,municipio_nombre,establecimiento_id,establecimiento_nombre,region_educativa,clave,cueanexo,modalidad,nivel,direccion,telefono,rpv,email,sector,dependencia,tipo_organizacion,area,ambito,desfavorabilidad,subvencion,sede_axo_ext,categoria,depend_func,cui,periodo,matricula,varones,mujeres,secciones,turnos,cue,anexo,nro_escuela,longitud,latitud
6364,General Rodríguez,3359,"ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 ""JAVIER TAPIÉ""",Región 10,0044MT0001,61047100,Educación Técnico Profesional,Nivel Secundario,ALEM Y AVDA. PRESIDENTE PERÓN - S/N,237-485-0456,,eestn1javiertapie@yahoo.com.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA,INTERIOR,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Técnico Profesional,604400596,Final 2025,1659,1080,579,53,"MAÑANA,TARDE,VESPERTINO",610471,0,1,-58.9574815872806,-34.61527302261179
6371,General San Martín,3386,"CONSERVATORIO DE MÚSICA ""ALFREDO LUIS SCHIUMA""",Región 7,0045AM0002,60944600,Educación Artística,Ciclo Medio,SAN LORENZO - 2381,11-4752-3325,46661,conservatorioschiuma@gmail.com,Estatal,Oficial,CONSERVATORIO DE MÚSICA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección de Educación Artística,"604500024,604501236",Final 2025,457,229,228,25,"MAÑANA,TARDE,VESPERTINO",609446,0,2,-58.54147581247048,-34.574584637096606
6371,General San Martín,3465,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""PERITO MORENO""",Región 7,0045MS0001,60746900,Educación Común,Nivel Secundario,JUAREZ - 3626,11-4755-2937,,0045ms0001@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,604502164,Final 2025,855,399,456,38,"MAÑANA,TARDE,VESPERTINO",607469,0,1,-58.53286965770729,-34.579418626467785
6371,General San Martín,3466,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""ARMADA ARGENTINA""",Región 7,0045MS0002,60979700,Educación Común,Nivel Secundario,CARLOS ECHAGUE - 7636,11-4580-1771,,secundaria2sanmartin@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,1,Oficial,SEDE,Segunda,Dirección Provincial de Educación Secundaria,604500432,Final 2025,167,80,87,10,VESPERTINO,609797,0,2,-58.57685438382168,-34.52953381083612
6371,General San Martín,3467,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""LEOPOLDO LUGONES""",Región 7,0045MS0003,60608000,Educación Común,Nivel Secundario,JOSÉ M CAMPOS ESQ. SAN JUAN - 1918,11-4897-7713,46532,secundaria3sanmartin@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Segunda,Dirección Provincial de Educación Secundaria,604500421,Final 2025,345,161,184,15,"MAÑANA,TARDE,VESPERTINO",606080,0,3,-58.53682636578945,-34.559027187849914
6371,General San Martín,3468,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 ""DR. RICARDO ROJAS""",Región 7,0045MS0004,60973800,Educación Común,Nivel Secundario,DIAG. 96 -ALSINA - 4945,11-4767-1155,,0045ms0004@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,1,Oficial,SEDE,Segunda,Dirección Provincial de Educación Secundaria,604500935,Final 2025,396,200,196,20,"MAÑANA,NOCHE,TARDE",609738,0,4,-58.5648474263665,-34.56985470163255
6371,General San Martín,3469,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº5 ""DR. BERNARDO DE MONTEAGUDO""",Región 7,0045MS0005,60018600,Educación Común,Nivel Secundario,ESPORA - 4022,11-4713-4261 / 475,,secundaria5sanmartin@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Tercera,Dirección Provincial de Educación Secundaria,604500942,Final 2025,149,77,72,6,MAÑANA,600186,0,5,-58.52624383384932,-34.59089060201903
6371,General San Martín,3470,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº6 ""ALFONSINA STORNI""",Región 7,0045MS0006,61154600,Educación Común,Nivel Secundario,SAN LORENZO - 5951,11-4842-7435,,sanmartinms06@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Segunda,Dirección Provincial de Educación Secundaria,604500957,Final 2025,548,268,280,32,"MAÑANA,TARDE",611546,0,6,-58.57564594050665,-34.57647564453479
6371,General San Martín,3471,ESCUELA DE EDUCACIÓN SECUNDARIA N°7,Región 7,0045MS0007,60613300,Educación Común,Nivel Secundario,BALCARCE (E/ BELGRANO Y ARTIGAS) - 277,11-4738-4767,46512,secundaria7sanmartin@abc.gob,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Segunda,Dirección Provincial de Educación Secundaria,604500409,Final 2025,466,234,232,21,"MAÑANA,NOCHE,TARDE",606133,0,7,-58.56027776330699,-34.552308164089894
6371,General San Martín,3472,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº8 ""ESTEBAN ECHEVERRÍA""",Región 7,0045MS0008,60979200,Educación Común,Nivel Secundario,RAWSON ESQUINA ITALIA - 1918,11-4720-8973,,0045ms0008@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Segunda,Dirección Provincial de Educación Secundaria,604500961,Final 2025,400,208,192,21,"MAÑANA,TARDE",609792,0,8,-58.56406762422034,-34.53064678482067
6371,General San Martín,3473,CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº464,Región 7,0045DM0464,61071900,Educación de Jóvenes y Adultos,Nivel Secundario,MITRE - 1001,11-4753-7772,,cens464sanmartin@abc.gob.ar,Estatal,Oficial,CENTRO EDUCATIVO DE NIVEL SECUNDARIO (C.E.N.S.),CONURBANO,Urbano,0,Oficial,SEDE,Segunda,"Dirección de Educación de Jóvenes, Adultos y Adultos Mayores",604500413,Final 2025,190,81,109,11,"NOCHE,VESPERTINO",610719,0,464,-58.54892885867872,-34.586050609447454
6371,General San Martín,3474,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10,Región 7,0045MS0010,60996300,Educación Común,Nivel Secundario,LIBERTAD - 6845,11-4841/4515,,0045ms0010@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,1,Oficial,SEDE,Segunda,Dirección Provincial de Educación Secundaria,604500244,Final 2025,465,217,248,21,"MAÑANA,TARDE,VESPERTINO",609963,0,10,-58.59453414008958,-34.55759754858276
6371,General San Martín,3476,"ESCUELA DE EDUCACIÓN SECUNDARIA N°12 ""EDUARDO WILDE""",Región 7,0045MS0012,60860300,Educación Técnico Profesional,Nivel Secundario,PROF. AGUSTÍN ROGELIO VIDAL - 3676,11-4508-9109,,secundaria12sanmartin@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Segunda,Dirección Provincial de Educación Secundaria,604502268,Final 2025,15,12,3,1,VESPERTINO,608603,0,12,-58.54164918705148,-34.57285043887576
6371,General San Martín,3476,"ESCUELA DE EDUCACIÓN SECUNDARIA N°12 ""EDUARDO WILDE""",Región 7,0045MS0012,60860300,Educación Común,Nivel Secundario,PROF. AGUSTÍN ROGELIO VIDAL - 3676,11-4508-9109,,secundaria12sanmartin@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Segunda,Dirección Provincial de Educación Secundaria,604502268,Final 2025,140,79,61,9,VESPERTINO,608603,0,12,-58.54164918705148,-34.57285043887576
6371,General San Martín,3477,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº13 ""GENERAL MANUEL BELGRANO""",Región 7,0045MS0013,61195200,Educación Común,Nivel Secundario,LACROZE - 133,11-4767-8995,46516,0045ms0013@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,604500974,Final 2025,1590,732,858,71,"MAÑANA,TARDE,VESPERTINO",611952,0,13,-58.55358894964156,-34.54835443996671
6371,General San Martín,3478,CENTRO EDUCATIVO NIVEL SECUNDARIO Nº 457,Región 7,0045DM0457,60362200,Educación de Jóvenes y Adultos,Nivel Secundario,MANUEL OBARRIO - 2550,11-4720-2521,,0045dm0457@gmail.com,Estatal,Oficial,CENTRO EDUCATIVO DE NIVEL SECUNDARIO (C.E.N.S.),CONURBANO,Urbano,0,Oficial,SEDE,Segunda,"Dirección de Educación de Jóvenes, Adultos y Adultos Mayores",604500360,Final 2025,72,22,50,7,"TARDE,VESPERTINO",603622,0,457,-58.57893617085205,-34.52682121588489
6371,General San Martín,3479,"CENTRO EDUCATIVO NIVEL SECUNDARIO Nº454 ""CORONEL PERÓN""",Región 7,0045DM0454,60042500,Educación de Jóvenes y Adultos,Nivel Secundario,CALLE 90 E/15 Y 17 - 750,11-4713-2746,,cens454sanmartin@abc.gob.ar,Estatal,Oficial,CENTRO EDUCATIVO DE NIVEL SECUNDARIO (C.E.N.S.),CONURBANO,Urbano,0,Oficial,SEDE,Tercera,"Dirección de Educación de Jóvenes, Adultos y Adultos Mayores",604500179,Final 2025,98,36,62,5,VESPERTINO,600425,0,454,-58.53121929224581,-34.54478964486847
6371,General San Martín,3480,"CENTRO EDUCATIVO NIVEL SECUNDARIO Nº 453 ""CRUCERO GENERAL BELGRANO""",Región 7,0045DM0453,60814600,Educación de Jóvenes y Adultos,Nivel Secundario,JUJUY - 531,11-4847-0251,46488,0045dm0453@gmail.com,Estatal,Oficial,CENTRO EDUCATIVO DE NIVEL SECUNDARIO (C.E.N.S.),CONURBANO,Urbano,0,Oficial,SEDE,Segunda,"Dirección de Educación de Jóvenes, Adultos y Adultos Mayores","604500341,604500990",Final 2025,110,49,61,6,VESPERTINO,608146,0,453,-58.55122194454625,-34.562790141067914
6371,General San Martín,3481,"CENTRO EDUCATIVO NIVEL SECUNDARIO Nº451 ""SOLDADOS CONSCRIPTOS DE MALVINAS""",Región 7,0045DM0451,60611500,Educación de Jóvenes y Adultos,Nivel Secundario,BELGRANO - 3740,11-4755-0270,,cens_451ex100@yahoo.com.ar,Estatal,Oficial,CENTRO EDUCATIVO DE NIVEL SECUNDARIO (C.E.N.S.),CONURBANO,Urbano,0,Oficial,SEDE,Segunda,"Dirección de Educación de Jóvenes, Adultos y Adultos Mayores",604500339,Final 2025,192,79,113,7,NOCHE,606115,0,451,-58.536942199709934,-34.57755700897836
6371,General San Martín,3482,"CENTRO EDUCATIVO NIVEL SECUNDARIO Nº455 ""ROBERTO CLEMENTE""",Región 7,0045DM0455,60979600,Educación de Jóvenes y Adultos,Nivel Secundario,AVDA BRIG. GENERAL JUAN M. DE ROSAS - 2485,11-4589-4694,,0045dm0455@gmail.com,Estatal,Oficial,CENTRO EDUCATIVO DE NIVEL SECUNDARIO (C.E.N.S.),CONURBANO,Urbano,0,Oficial,SEDE,Primera,"Dirección de Educación de Jóvenes, Adultos y Adultos Mayores",604500356,Final 2025,135,42,93,16,"MAÑANA,TARDE,VESPERTINO",609796,0,455,-58.57480941994118,-34.529751407901394
6371,General San Martín,3483,CENTRO EDUCATIVO NIVEL SECUNDARIO Nº452,Región 7,0045DM0452,60421700,Educación de Jóvenes y Adultos,Nivel Secundario,PRESIDENTE PERÓN - 3546,11-4755-3366,46535,cens452sanmartin@abc.gob.ar,Estatal,Oficial,CENTRO EDUCATIVO DE NIVEL SECUNDARIO (C.E.N.S.),CONURBANO,Urbano,0,Oficial,SEDE,Primera,"Dirección de Educación de Jóvenes, Adultos y Adultos Mayores","604502223,604502268",Final 2025,270,138,132,13,"NOCHE,VESPERTINO",604217,0,452,-58.54163625620706,-34.57108605517667
6371,General San Martín,3485,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº21 ""TUPAC AMARU""",Región 7,0045MS0021,61072200,Educación Común,Nivel Secundario,MITRE - 5035,11-4738-8290,,0045ms0021@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,604500523,Final 2025,689,336,353,35,"MAÑANA,TARDE",610722,0,21,-58.5631830816529,-34.55412377075162
6371,General San Martín,3486,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº22 ""ROSARIO VERA PEÑALOZA""",Región 7,0045MS0022,60045200,Educación Común,Nivel Secundario,BALCARCE - 3469,11-5197-8741,,0045ms0022@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,604500534,Final 2025,752,342,410,36,"MAÑANA,TARDE",600452,0,22,-58.5626132639898,-34.554205979122024
6371,General San Martín,3487,"CENTRO EDUCATIVO NIVEL SECUNDARIO Nº456 ""ALICIA MOREAU DE JUSTO""",Región 7,0045DM0456,61072000,Educación de Jóvenes y Adultos,Nivel Secundario,ESTRADA - 2985,11-4755-0793,,0045dm0456@gmail.com,Estatal,Oficial,CENTRO EDUCATIVO DE NIVEL SECUNDARIO (C.E.N.S.),CONURBANO,Urbano,0,Oficial,SEDE,Segunda,"Dirección de Educación de Jóvenes, Adultos y Adultos Mayores",604502206,Final 2025,111,56,55,6,VESPERTINO,610720,0,456,-58.53007846784577,-34.57343512303188
6371,General San Martín,3488,"C.E.B.A.S. Nº2 ""EDUCADOR PAULO FREIRE""",Región 7,0045DS0002,60944500,Educación de Jóvenes y Adultos,Nivel Secundario,AVENIDA BALBÍN (EX BALCARCE 900) - 3200,11-4839-8248,,0045mb0002@gmail.com,Estatal,Oficial,CENTRO ESPECIALIZADO PARA ADULTOS CON ORIENTACIÓN EN SALUD (CEBAS),CONURBANO,Urbano,0,Oficial,SEDE,Segunda,"Dirección de Educación de Jóvenes, Adultos y Adultos Mayores",604500445,Final 2025,65,12,53,6,"MAÑANA,VESPERTINO",609445,0,2,-58.55396870301285,-34.57137156928528
6371,General San Martín,3489,"ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 ""MANUEL BELGRANO""",Región 7,0045MT0001,61155300,Educación Técnico Profesional,Nivel Secundario,INTENDENTE CAMPOS E/ MORENO Y BELGRANO - 1950,11-4754-3986,46552,eest1gralsanmartin@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Técnico Profesional,604500339,Final 2025,595,434,161,24,"MAÑANA,TARDE,VESPERTINO",611553,0,1,-58.53640250529675,-34.57784890347557
6371,General San Martín,3490,"ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº2 ""ALEMANIA""",Región 7,0045MT0002,60162400,Educación Técnico Profesional,Nivel Secundario,PACIFICO RODRIGUEZ - 5650,11-4767-6574,46522,eest2gralsanmartin@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Técnico Profesional,604501166,Final 2025,924,607,317,42,"MAÑANA,TARDE,VESPERTINO",601624,0,2,-58.56136058302336,-34.54395867565178
6371,General San Martín,3491,"ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº3 ""PREFECTURA NAVAL ARGENTINA""",Región 7,0045MT0003,60747000,Educación Técnico Profesional,Nivel Secundario,AV 101(EX RICARDO BALBIN) - 2281,11-4755-0334,46547,eest3gralsanmartin@abc.gob.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Técnico Profesional,604501178,Final 2025,750,402,348,32,"MAÑANA,TARDE,VESPERTINO",607470,0,3,-58.543913238573545,-34.57872865241246
6371,General San Martín,3492,"ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº4 ""ING. EMILIO MITRE""",Región 7,0045MT0004,61155400,Educación Técnico Profesional,Nivel Secundario,SAN MARTÍN - 1714,11-4755-2116,46540,mt045004@abc.gov.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Técnico Profesional,604500547,Final 2025,1469,1067,402,63,"MAÑANA,NOCHE,TARDE",611554,0,4,-58.53514790305206,-34.58016724552132
6371,General San Martín,3493,"ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº5 ""GALILEO GALILEI""",Región 7,0045MT0005,61154700,Educación Técnico Profesional,Nivel Secundario,AVDA. EVA PERÓN - 4541,11-6080-2589,46497,eet5sm@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Técnico Profesional,604501184,Final 2025,985,615,370,38,"MAÑANA,NOCHE,TARDE",611547,0,5,-58.572935601495736,-34.56997089404095
6515,Malvinas Argentinas,3649,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""LISANDRO DE LA TORRE""",Región 9,0133MS0001,60941700,Educación Común,Nivel Secundario,GODOY CRUZ - 3300,11-4456-0556,90512,ees1demalvinas@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,613300203,Final 2025,998,485,513,36,"MAÑANA,TARDE,VESPERTINO",609417,0,1,-58.68690432817142,-34.49913089357548
6515,Malvinas Argentinas,3650,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""JUAN MANUEL DE ROSAS""",Región 9,0133MS0002,60578600,Educación Común,Nivel Secundario,SAN LORENZO ESQ: PASCO - 790,2320-41-4912,,secretariaescuela2@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,1,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,613300219,Final 2025,637,322,315,28,"MAÑANA,TARDE",605786,0,2,-58.723580188705824,-34.49511805885815
6760,San Miguel,3651,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""HÉROES DE MALVINAS""",Región 9,0131MS0003,60575200,Educación Común,Nivel Secundario,PEDRO IGNACIO RIVERA ESQ. MARCOS PAZ - S/N,2320-46-0452,,0131ms0003@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,1,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,613100206,Final 2025,825,397,428,31,"MAÑANA,TARDE,VESPERTINO",605752,0,3,-58.76750219389767,-34.55563963405508
6760,San Miguel,3652,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 ""RAÚL SCALABRINI ORTIZ""",Región 9,0131MS0004,60787600,Educación Común,Nivel Secundario,JULIO A. ROCA - 1438,11-4451-4250,93029,sanmiguel.eesn4@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,613100210,Final 2025,562,277,285,22,"MAÑANA,TARDE",607876,0,4,-58.71800631813638,-34.540970974030856
6412,José C. Paz,3653,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,Región 9,0132MS0001,61188600,Educación Común,Nivel Secundario,CENTENARIO Y VARSOVIA - 3303,2320-44-5833,93741,gaston_c23@hotmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,1,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,613200110,Final 2025,1014,492,522,34,"MAÑANA,TARDE,VESPERTINO",611886,0,1,-58.77794738436373,-34.5119118057849
6412,José C. Paz,3655,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""JUANA AZURDUY""",Región 9,0132MS0002,60563600,Educación Común,Nivel Secundario,ACERBONI E/A.JONTE Y CANNING - 620,2320-44-5909,,josecpazsecundaria2secretario@gmail.com,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,0,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,613200217,Final 2025,707,332,375,26,"MAÑANA,TARDE",605636,0,2,-58.74310815821431,-34.50862232675862
6515,Malvinas Argentinas,3656,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº 3 ""PROFESOR OSCAR ANIBAL FLORES""",Región 9,0133MS0003,60981400,Educación Común,Nivel Secundario,NUÑEZ E/CUBA Y COLOMBIA - S/N,2320-62-0211/620939,,mm133003@abc.gov.ar,Estatal,Oficial,ESCUELA DE EDUCACIÓN SECUNDARIA,CONURBANO,Urbano,1,Oficial,SEDE,Primera,Dirección Provincial de Educación Secundaria,613300226,Final 2025,843,400,443,28,"MAÑANA,TARDE,VESPERTINO",609814,0,3,-58.73515580580506,-34.46668075604297
